stopword removal,Score_Positif,Score_Negatif,Sentiment,Score
chaina rusia terang bantu irankarna biang perang zaman moderen zionis israel asmereka serang negara dalil lindung negara ancam negara lainpadahal kuasa tanah hasil bumi khusus minyak,2,-3,Negatif,-1
amerika bodoh mati ngancam irankini ngancam china amerika negara adidaya bego banget,1,-3,Negatif,-2
negara aneh kirim senjata isriwil diam gilir icina kirim senjata iran bacooottt,1,-2,Negatif,-1
top lanjutken iran perang total vs zonis israil syetanyahu amerika serikat iblis donat traum kapal tangker ajar ze izin irgc iran layak tenggelam,2,-3,Negatif,-1
logat india anjeeeng,1,-1,Netral,0
trump bicara aco iran kalah kabut lawan cina,1,-2,Negatif,-1
lihat donald bebek mulut bebek dasar bebek ayo iran bantai bebeksuoaya tumbang,1,-1,Netral,0
kakek donald bebek lucu lucu anjir sakit jiwa,3,-2,Positif,1
donald bebek odgjomon ngelantur jelasgitu wilayah udara nkri bebaskalo negara ijinkan konyoolll,1,-1,Netral,0
modal kanwahh negara bilang teroris peras bikin papa salah yaabarat amerika serikat krekter sbnrnyalawan gabung sbbnya duluan cari bikin masslh masalh tuduh fitnah negara smpikn urus rumah tgga pon amerika serikat nk masuk campur malu maruah itukn batas igtnya kuat kekal kekal dunia,1,-3,Negatif,-2
hoe banci laknatulloh israhellayo berani sikat iran lgdasar binatang kalianserang lebanonserang warga gaza daya,3,-2,Positif,1
ngatasi israel ancam cina,1,-1,Netral,0
iran tutup total selat hurmoz husus amerika serikat sekutu buka bela amerika serikat,1,-1,Netral,0
manusia iblis israil moga allahswt musnah amin yrb,1,-3,Negatif,-2
israel lenyap muka bumi,1,-2,Negatif,-1
setan kah tramklau cina masuk snjta bolehtrud mata amerika serikat masuk bom israel lknat,1,-4,Negatif,-3
lupa irannnnntu pr habis biadab laknatulloh israhell tuntasayo yakasihan lebanon sikat ulang kali,1,-1,Netral,0
iran cina rusia bikin bangkrut dolar trump nato boikot pildun trump melaui spanyolfrancisjerman dkk sombong trump,1,-3,Negatif,-2
mati mati mati kau amerika serikat,1,-3,Negatif,-2
amerika serikat menyatakn tutup iran ai,1,-1,Netral,0
tramp urus negara oarang,1,-1,Netral,0
terpokus selat hormuz iran waspada wilayah darat serang darat,1,-2,Negatif,-1
kerna rebut selat global resah,1,-3,Negatif,-2
tramharus cek kejiwan nya,1,-1,Netral,0
amrik tahi,1,-1,Netral,0
bangsa jajah teroris zionis yahudi ganggu rakyat palestineya allah tolong balas serang jajah teroris zionis yahudi libanon pasu senjata iran insyaallah allah hu akbar,1,-3,Negatif,-2
iran tantang asisrael asisrael tantang dunia biar perang dunia,1,-3,Negatif,-2
lu bebek wilaya iran tutup buka hakk lu maksa serah iran,1,-1,Netral,0
sombong trump berdpak buruk,1,-3,Negatif,-2
batal temu pakistan trump terima poin syarat irandan pakistan runding amerika sodor syarat gencat senjata masuk akal selat hormuz wilayah daulat iran hak amerika blokade wilayah daulat iran iran byr hak iran keki amerika sekutu,2,-2,Netral,0
iran tunduk amerika serikat angkat senjata,1,-2,Negatif,-1
konten hoax,1,-1,Netral,0
hncurkn amerika serikat israill bravo iran,1,-1,Netral,0
moga masuk indonesia blokir iran,1,-1,Netral,0
asu israel negara teroris ancam dunia basmi layak kanker,2,-4,Negatif,-2
donalteram bom biar leyap muka bumi,1,-2,Negatif,-1
calon huni panti jompo susah,1,-1,Netral,0
odgj puja oten indonesia,1,-1,Netral,0
lancar dron kapal selam iran,1,-1,Netral,0
amerika negara rampok,1,-1,Netral,0
hancur lebur amerika serikat israel teroris biar dunia aman tentram damai,2,-3,Negatif,-1
donald bebek turun presiden chi ancam,1,-1,Netral,0
keroyok israel laknatullah,1,-1,Netral,0
asutuntutannya ubah ubah presiden periksa jiwa tramp indikasi depresi odgj,1,-1,Netral,0
keroyok israel,1,-1,Netral,0
trik negara benci iran inti israel,1,-4,Negatif,-3
israel musyrik allah swt,1,-1,Netral,0
bagus berani masuk negara serang bravo iran,3,-1,Positif,2
miskin amerika pimpin trumklo turun trump jabat,1,-2,Negatif,-1
pendukunq iran segenap masyrakat islam dunia doa bantu moga iran kuku ber hasil lema musuh asdan zionis israel aamiinn,1,-3,Negatif,-2
mantap mending gagal tuntut licik amerika rugi iran,1,-3,Negatif,-2
buru berani china,3,-1,Positif,2
trump perang kalah fakta lapang odgj,1,-3,Negatif,-2
omong kosong presiden stres,1,-2,Negatif,-1
macan ompong aumbya,1,-1,Netral,0
cina moga tindak biar amerika serikat israel arogan semena mena hadap negara,1,-3,Negatif,-2
lihat pigai tentera israel banci tembak duduk sipil buka mata lebarlebar biar salah tafsir kau broo,1,-2,Negatif,-1
hahahaha sindi news iran tutup selat hormuz negeri amerika serikat tutup selat hormuz,1,-1,Netral,0
thapus trump aman,2,-1,Positif,1
anarkis bebek aworanya bawa amerika jurang hancur,1,-2,Negatif,-1
donald bebek gila,1,-2,Negatif,-1
amerika musyrik allah swt,1,-1,Netral,0
orangorang kafir kalah dunia giring neraka jahannam seburukburuknya,1,-5,Negatif,-4
iran hak tutup selat hormuz amerika hak amerika blokade kapal arti trump rampok,2,-1,Positif,1
hirau siasat zionis israel laknatullah amerika serikat suka gertak takut percaya zaman hancur kaum sombong licik penuh siasat tipu daya tanda tanda alam sungguh tanah air udara api mati hidup allahu akbar bravo iran rakyat indonesia bangga,3,-3,Netral,0
haaajjaaaarrrr pasuk wilayah terotorial wilayah iranegk bacotttttsiiikkkaaatttttttthuuuuhhh,1,-1,Netral,0
memutarbalikan fakta senang indonesia,2,-1,Positif,1
lawak israel kalah iran serang negara,1,-1,Netral,0
selat hormuz pagar bambu pik,1,-1,Netral,0
pikun diwancarai sambung,1,-2,Negatif,-1
trump percaya bangsa bangsa bravo iran,1,-2,Negatif,-1
trump mabok cari china prancis spanyol pakistan rusia parah,1,-2,Negatif,-1
presiden tres malulogika wilayh bayar hak diaapa negara jalan tol masyarakat bayardasar amerika serikat israel profaganda malusekaan urat malu adanama doang negara adidayakerjaan campur rampas hak negara mulu,2,-3,Negatif,-1
menang enapa gencat,2,-1,Positif,1
penjajahtak malutak faham bahasa,1,-1,Netral,0
trump anjing,1,-1,Netral,0
setan nyaho moga cepat mampus,1,-4,Negatif,-3
donalbebek gila,1,-2,Negatif,-1
lenyap presiden odgj muka bumi amerika serikat,1,-2,Negatif,-1
duh budak israel bangkrut selat hormuz tutup irang budak israel bingung situabangka bebek,1,-3,Negatif,-2
cina takut amerika serikat cina iran rusia rudal alat tentera amerika serikat teluk hormuz ppeehh,1,-3,Negatif,-2
trump hilang akal,2,-3,Negatif,-1
tramb mngncm chinajangan teriak bukti,1,-2,Negatif,-1
stres ta amerika serikat blokade sok gagah keok,1,-2,Negatif,-1
amerika rewel nuklir streeesss kali negara,1,-2,Negatif,-1
blokade hurmuzsenjata tuan trumph,1,-1,Netral,0
gila lawan cina busuk capai,1,-3,Negatif,-2
bravo iran sikat habis kapal asdan israelngacer kapal odgj,1,-1,Netral,0
hadap iran maju allahuakbar iran berani takut,3,-3,Netral,0
mju iran moga sukses jaga nama muslim,1,-1,Netral,0
sikat jenderal us jionis israel arogan biar jera habis bravo iran,1,-3,Negatif,-2
jajah lenyap veravo iran berani tugas lenyap negara jajah and sekutu nyawa bayar nyawa veravo iran,3,-2,Positif,1
lihat strategi amerika serikat selesai mah pokok hitung amerika serikat unjuk negara adidaya dana bayar harga geopolitik dinamika eventnya perang negara frontal pengin perangyg haus perang omong doang spanyol pancing pokok kocak sikap uang bisnis negara adidaya angkat senjata sedia militer perang enak untung jual alat militer terima konsekuensi rang kocak,2,-3,Negatif,-1
sekutu wajib lawan israel amerika serikat gara jegara susah,1,-2,Negatif,-1
tni tindak buka selat hormuz,1,-1,Netral,0
omong laku amerika serikat diam kpl musuh dasar laut,1,-3,Negatif,-2
trump gila kasih,1,-2,Negatif,-1
trump jago,1,-1,Netral,0
aki trump lahbiangkeladinya,1,-1,Netral,0
atur atur hak negara negara surut nurut donald,2,-2,Netral,0
berani kepo china amerika serikat ngebacot china,3,-1,Positif,2
peras trump dengn menggandakkn pajak negara peras maling teriak maling bego,1,-2,Negatif,-1
langsung tembak biar injak selat hormuz bravo iran,1,-1,Netral,0
serah iran wilayah,1,-1,Netral,0
mantap xinjing ping bicara langsung bertindakbeda omong kosong bohong,1,-1,Netral,0
dunia milik trumdunia milik bangsa,1,-1,Netral,0
jet tempur libanon jet tempur tukut jajah zionis,1,-2,Negatif,-1
mantap iran jaga tterus,1,-1,Netral,0
bravo iran rudal kapal amerika serikat kroni sikap politik gentle,1,-1,Netral,0
bukti iran serang kapal amerika lalang hidung iran,1,-1,Netral,0
dikwatirkan selat hormuz kabel bessr jaring internet dunia ledak dunia gelap gulita poin syat amerika serikat dikurangibegitu irantpi amerika serikat mngjk mediasi poin kekeh samasaya pribadi mndukung damaiagar kebngkitan negara hancur hancurnyatpi damai hancur korban rakyat kecilknpa bergunakarna mati sahit taukarna mati bom mati hati ikat duniakematian shahid,1,-3,Negatif,-2
bravo israel amerika,1,-1,Netral,0
bijak iran kapal amerika serikat kapal israel hajar rudal hipersonix,1,-1,Netral,0
tenggelam trump,1,-2,Negatif,-1
hancur amerika aman dunia,2,-1,Positif,1
sunni berani amar syiah,3,-1,Positif,2
mulut trump lampau cerewet atur negara atur amerika,1,-1,Netral,0
donald trump presiden sakit jiwa,1,-2,Negatif,-1
asyik perang hayo hancur fasilitas iran,1,-3,Negatif,-2
media indonesia indonesia berita media indonesia indonesia manipulasi berita sudut amerika serikat dunia susah bohong media siar info kredibel,1,-2,Negatif,-1
iran is best,1,-1,Netral,0
iran lenyap israel muka bumi amin,1,-2,Negatif,-1
mantap cari china,1,-1,Netral,0
habisin masuk selat hormuz wilayah iran sendiriganyang donald trump bantu negara asingbisa lawan china berani lawan china,3,-2,Positif,1
aba langsung sikat langsung sikat aba,1,-1,Netral,0
negosiasi tekan korban serang iran serah kalah moga runding bullshit perang musuh binasa,1,-3,Negatif,-2
amerika selat hormuz donald bebek blokade,1,-1,Netral,0
israel muka bumi,1,-1,Netral,0
israel manusia hati nurani,1,-1,Netral,0
donald bebek sedeng,1,-1,Netral,0
hancur donald bebek bebek goreng saji,1,-1,Netral,0
amerika serikat ngawur atur nukril negara nenek moyang atur negara atur nukril indonesia cipta nukril,1,-1,Netral,0
drom jumawa,1,-1,Netral,0
gabung bopkecuali kecut takut madurokn penuh mamarika indak masuk akal sehat alasanya perdamaiam,2,-3,Negatif,-1
trump bicara pantat si mencret,1,-1,Netral,0
otak us memblock bunuh harga minyak amrik marah rakyat donald bebek bentar makzul,4,-1,Positif,3
iran juang takut,1,-3,Negatif,-2
dunia internasional tangkap donald bebek setanyahoo jahat perang,1,-3,Negatif,-2
pbb manfaat,2,-1,Positif,1
amerika serikat larang cina suplai senjata iran israel ukraina amerika serikat amerika serikat suplai senjata altireli perang dengar amerika serikat iblis hancur,1,-3,Negatif,-2
donald stres obat,1,-2,Negatif,-1
go block trump coba serang iran selat hormuz pungut biaya negara kena imbas,1,-2,Negatif,-1
trump nafsu tenaga lembek,1,-1,Netral,0
donald trump mulut bau sampah,1,-3,Negatif,-2
basi rangkai berita kalah iran menang perang israelamerika iran media kanohabagi berita media kanoha sampah,2,-3,Negatif,-1
tuchhhas blokade selat hormuzhahahahahamakin hancur iran syiahtidak minyak masuk barang senjata cina,1,-2,Negatif,-1
israel amerika negara teroris,1,-3,Negatif,-2
kapok donald bebek,1,-1,Netral,0
kenavasaudi ingonidiah vadadiam,1,-1,Netral,0
kau hey trump gila kau laku selat hormuzmau keruk kaya iran yaaadasar zionist gila,2,-2,Netral,0
perang dunia,1,-3,Negatif,-2
hati iran tembak pasuk selat hormuz love you iran,1,-1,Netral,0
israel serang libanon iran ge cepat gempur israel tanah neta nyahu isdet,1,-1,Netral,0
amerika serikat sengaja bunuh,1,-1,Netral,0
negara sial,1,-1,Netral,0
terbang domestic mahal bos peras ketidakmampuan perintah kendali biaya transportasi domestik,1,-2,Negatif,-1
mimpi siang bolong tramp halus nasi pikun traump bilang militan iran kalah malu traump,2,-3,Negatif,-1
musuh iran amerika kalah musuh china coba amerika berani jago serang kapal china,3,-3,Netral,0
tunggu amerika serikat serang tunggu amerika serikat,1,-1,Netral,0
negara daulat sengaja invasipbb diamberarti kerjasama pbb,1,-1,Netral,0
donald bebek mulut bausombong penjajahpenjahat peranglihat muka muntahsibau,1,-1,Netral,0
donald bebik gila ta mengakuwi kalah iran malu amerika polisi dunia mata iran bunika,1,-3,Negatif,-2
biadab tentara zionis isriwil tembak warga sipil palestina,1,-1,Netral,0
donald trump anjing gila,1,-2,Negatif,-1
trump anjing,1,-1,Netral,0
mati donald bebek ambisi polisi dunia jajah sok pahlawan,1,-3,Negatif,-2
panas china jalur laut perang jugahadehdwngan tutup jalur udara arti kuat power merekachina,1,-3,Negatif,-2
turun residen ram,1,-1,Netral,0
oten mahluk ajak perang ram tangkap biar pesta njilatin pantat ram,1,-3,Negatif,-2
amirika hak blokade laut wilayah negara jajah lawan,2,-2,Netral,0
selamat malam israel anjing,3,-1,Positif,2
rudal ran kasih ampun,1,-1,Netral,0
tenggelam kapal amerika serikat israel,1,-2,Negatif,-1
donald trump presiden stres dunia,1,-2,Negatif,-1
genap janji ram panggil yohanes,1,-1,Netral,0
berani serang china tamat sudahraja iblis amrik nyala beranta kota militer china iran,3,-3,Netral,0
pengin lihat china turun gelanggan arena oktagon tarik tonton trump,1,-1,Netral,0
allahu akbar,1,-1,Netral,0
ram biar dukung nyembah ram halelintaaar,4,-1,Positif,3
putar ulang berita initop iran,1,-1,Netral,0
maksud donald bebek muka kera lawan peduli amerika serikat,2,-2,Netral,0
indonesia luncur tni palestin omon,1,-1,Netral,0
trump main sanksi antisipasi cina,1,-1,Netral,0
perang nuklir,1,-3,Negatif,-2
donald hibur menang,2,-1,Positif,1
komdigi blokir situs judol tolol,1,-3,Negatif,-2
bismilah republik islam iran allah amin allah alhamdulilah allah allahuakbar allahuakbar allahuakbar,1,-1,Netral,0
lawan cina tskut amerika,1,-2,Negatif,-1
presiden amerika donald trump gilacoba sobat dengar trump omong tebalikbalik woooyyyy presiden gila,1,-2,Negatif,-1
omong tanda kecut,1,-1,Netral,0
trump tutup nato negara dunia dukung musuh dunia ngancam china iran hadap kuat china unggul iran,4,-3,Positif,1
biadab iseael ibliiss,1,-1,Netral,0
iran suriah mesir yaman lebanon hamas irak turki ahok dajal israel,1,-1,Netral,0
allahmereka kaum lampau batassegerakan musnah allah,1,-1,Netral,0
berita bohong indonesia,1,-1,Netral,0
negara libanon manja pasu pbb libanon negara serang zionis kotak balas jaga rakyat negara serah iran,1,-1,Netral,0
iran takut amerika serikat china,1,-3,Negatif,-2
suami donald trump idiot,1,-2,Negatif,-1
runding amerika iran untung iran amerika licik untung poin iran tuju gencat senjata amerika amerika iran moga iran serang amerika israel maksimal israel hancur amerika hancur ekonomi,1,-3,Negatif,-2
iran kuat iran hebat,4,-1,Positif,3
jionis tida musnahkn negara kasih jionis,1,-1,Netral,0
donald bebek bacot bohong,1,-1,Netral,0
klinkau rm,1,-1,Netral,0
donald dog jokowi setanyahu level anjing bohong dah licik,1,-3,Negatif,-2
alangkah sedih amerika pimpin odgj,1,-3,Negatif,-2
mulut trump setannyahu dakjal wajib tutup,1,-1,Netral,0
hajar bgian kpla trump mnsia bsr kpla,1,-1,Netral,0
inti amerika serikat ambil menguwasai minyak selat hormuz bjkan hak amerika serikat hak iran dukung doa iran lawan jajah,4,-2,Positif,2
mantap ok gasssss perang menang,2,-3,Negatif,-1
donl bebek nggedabrus,1,-1,Netral,0
donald gila duduk kursi presiden malu kasihan rakyat amerika,1,-3,Negatif,-2
moga baling baling helikopter lepas kena kepala donald bebek,1,-1,Netral,0
bravo iran,1,-1,Netral,0
bacot donald bebek berani cocot doankdonalasu,3,-1,Positif,2
mntap perang waebiar modar kabeh,1,-3,Negatif,-2
cina siaga perang amerika,1,-3,Negatif,-2
china diam bukti hai china,1,-1,Netral,0
iran best,1,-1,Netral,0
mantaaaappppp lraaaannnnn,1,-1,Netral,0
ngancam cina urus iran kibar bendera putih,1,-1,Netral,0
takut iran cepat lenyap amerika curi harta muslim,1,-3,Negatif,-2
donald bebek jeung setanyahu,1,-1,Netral,0
bravo iran,1,-1,Netral,0
gilir negara iran cari untung selat hormuz trump marah parah rampok sumber daya negara bravo save palestinahizabullah,4,-2,Positif,2
gencat senjata amerika serikat kianat israel damai israel benarbenar serah tunduk,1,-2,Negatif,-1
go cina rudal nuklir amerika zionis,1,-1,Netral,0
mantap iran,1,-1,Netral,0
cina tunduk amerika serikat jajah mungin amerika serikat menang perang lawan cina amerika serikat cina perang amerika serikat hancur,2,-3,Negatif,-1
ayooonegara china lawan amerika serikat trump lemah hantam rudal iranrusiakorea utara,1,-2,Negatif,-1
detik detik iran jaman batu,1,-2,Negatif,-1
ngancem cina bebek lawan cina,1,-2,Negatif,-1
trump bocil bangetssss,1,-1,Netral,0
hadap titik darah habis indonesia dukung sepenuh sia takbir,4,-1,Positif,3
amerika serikat cari mati iran negara negara arab yyg,1,-3,Negatif,-2
iran mantap,1,-1,Netral,0
biar amerika nuklirr,1,-1,Netral,0
lihat zionis serang lebanon,1,-1,Netral,0
mantap iran selat hormuz laut api kubur pasu iblis amerika,1,-3,Negatif,-2
ras bilang nyadia tlah bunuh rakyat iran palestinakok negara tuju amerika serikat astaghfirullahkacau negara negara kecut,1,-1,Netral,0
kapal amerika israel biar jajah prampok,1,-1,Netral,0
seru cina kosong ruang udara,3,-1,Positif,2
mantap iran tembak kapal amerika serikat zionisisrahell lanatulloh tenggelam kapal,1,-2,Negatif,-1
zionis gempur indonesia pakai militerzionis gempur indonesia pakai prabowo bilang indonesia bubar,1,-1,Netral,0
tembak sajaaku mendoakanmumoga iran menang,2,-1,Positif,1
channel mngatakan trump blokade selat hormuz senin april sindo lan,1,-1,Netral,0
this is last warning this is last warning go back india ocean immediately if you dont obey my order you will be targeted out,1,-1,Netral,0
gencat senjata taktik trump iran tahan rudal trump otak licik,1,-3,Negatif,-2
iran china is best allah hu akbar,1,-1,Netral,0
